GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33
1400000US36055008800,36055008800,"Census Tract 88, Monroe County, New York",2180,254,1082,223,294,183,29,36,265,159,198,83,0,11,198,83,442,94,92,58,350,80,96,43,22,30,74,41,52,35,11,14,41,31,1098,145,210,74,0,11,210,74,322,80,14,21,308,75,376,73,40,25,336,70,143,66,15,15,128,66,47,31,5,10,42,30
1400000US36055009200,36055009200,"Census Tract 92, Monroe County, New York",1253,192,556,125,162,79,0,11,162,79,227,96,15,22,212,97,126,43,50,30,76,29,33,27,0,11,33,27,8,11,0,11,8,11,697,134,183,97,13,21,170,95,120,49,0,11,120,49,291,63,51,36,240,60,48,28,27,24,21,17,55,34,20,20,35,29
1400000US36055009301,36055009301,"Census Tract 93.01, Monroe County, New York",2239,223,866,153,207,76,0,11,207,76,265,107,0,11,265,107,322,73,30,27,292,69,43,40,0,11,43,40,29,31,17,27,12,12,1373,226,353,123,3,8,350,123,457,114,12,14,445,113,441,98,138,54,303,86,69,23,22,17,47,25,53,27,34,23,19,15
1400000US36055009302,36055009302,"Census Tract 93.02, Monroe County, New York",1542,147,874,129,26,21,0,11,26,21,482,131,0,11,482,131,309,75,20,20,289,72,31,28,17,19,14,21,26,26,14,22,12,13,668,101,29,31,0,11,29,31,459,95,37,31,422,89,121,51,5,7,116,49,24,22,0,11,24,22,35,27,14,17,21,22
1400000US36055009400,36055009400,"Census Tract 94, Monroe County, New York",3425,388,1967,311,55,63,0,11,55,63,873,253,8,14,865,250,705,191,197,104,508,172,304,148,60,94,244,129,30,33,0,11,30,33,1458,266,43,42,18,30,25,34,688,195,38,55,650,187,529,208,216,122,313,144,140,98,44,45,96,86,58,44,5,11,53,43
1400000US36055009500,36055009500,"Census Tract 95, Monroe County, New York",2928,283,1403,232,189,93,0,11,189,93,518,185,5,11,513,184,553,149,45,52,508,142,131,58,14,16,117,57,12,27,0,11,12,27,1525,171,221,81,22,35,199,82,605,148,8,12,597,150,527,110,79,47,448,120,132,53,28,22,104,54,40,24,6,10,34,22
1400000US36055009601,36055009601,"Census Tract 96.01, Monroe County, New York",1368,232,648,148,173,110,11,18,162,108,121,62,0,11,121,62,291,69,65,44,226,69,46,31,29,30,17,25,17,15,11,13,6,9,720,172,147,67,0,11,147,67,267,110,25,36,242,115,231,62,52,42,179,54,58,41,42,38,16,14,17,19,2,4,15,19
1400000US36055009602,36055009602,"Census Tract 96.02, Monroe County, New York",1602,233,765,136,274,118,0,11,274,118,204,86,26,25,178,79,203,51,30,21,173,51,54,30,5,9,49,30,30,18,22,17,8,8,837,155,159,60,10,16,149,56,307,103,0,11,307,103,290,67,69,36,221,57,64,36,29,21,35,30,17,17,9,14,8,10
1400000US36055009603,36055009603,"Census Tract 96.03, Monroe County, New York",2073,210,1004,183,330,111,13,21,317,112,202,72,8,13,194,72,394,93,93,42,301,83,47,35,16,24,31,23,31,17,6,9,25,15,1069,157,258,82,0,11,258,82,245,58,21,24,224,57,444,82,136,52,308,79,44,28,10,12,34,27,78,40,32,34,46,24
1400000US36055009604,36055009604,"Census Tract 96.04, Monroe County, New York",793,104,370,72,80,64,0,11,80,64,133,63,0,11,133,63,122,47,26,23,96,50,28,19,10,11,18,16,7,9,0,11,7,9,423,76,60,26,0,11,60,26,118,50,0,11,118,50,214,49,94,44,120,48,12,12,0,11,12,12,19,16,7,10,12,12
1400000US36055010100,36055010100,"Census Tract 101, Monroe County, New York",3535,219,1601,175,288,97,0,11,288,97,313,97,0,11,313,97,649,78,81,39,568,80,214,62,35,46,179,40,137,89,33,39,104,57,1934,138,228,75,0,11,228,75,368,100,0,11,368,100,885,95,97,52,788,80,262,62,31,23,231,64,191,71,42,31,149,68
1400000US36055010200,36055010200,"Census Tract 102, Monroe County, New York",3645,198,1731,151,482,122,0,11,482,122,99,47,3,6,96,46,836,89,53,38,783,92,159,67,23,36,136,53,155,55,45,28,110,47,1914,154,417,112,11,17,406,112,139,65,0,11,139,65,888,91,9,15,879,92,221,71,28,26,193,74,249,75,54,34,195,70
1400000US36055010300,36055010300,"Census Tract 103, Monroe County, New York",3558,260,1783,154,352,103,0,11,352,103,414,90,0,11,414,90,758,70,3,5,755,70,202,58,10,16,192,56,57,34,7,11,50,31,1775,174,320,105,0,11,320,105,317,94,0,11,317,94,876,67,15,20,861,67,171,47,0,11,171,47,91,48,45,38,46,29
1400000US36055010400,36055010400,"Census Tract 104, Monroe County, New York",4225,413,2064,288,224,103,0,11,224,103,484,185,0,11,484,185,978,240,74,60,904,242,299,118,72,74,227,95,79,53,38,35,41,39,2161,275,347,136,0,11,347,136,463,172,0,11,463,172,922,195,65,54,857,196,266,121,76,91,190,80,163,88,67,75,96,60
1400000US36055010500,36055010500,"Census Tract 105, Monroe County, New York",4407,250,2221,214,473,133,0,11,473,133,380,128,0,11,380,128,870,88,19,19,851,89,277,91,37,40,240,75,221,76,16,17,205,76,2186,197,278,74,0,11,278,74,342,104,0,11,342,104,1024,104,6,10,1018,103,333,82,32,37,301,81,209,71,55,46,154,58
1400000US36055010601,36055010601,"Census Tract 106.01, Monroe County, New York",2631,165,1208,128,164,85,0,11,164,85,336,96,0,11,336,96,525,114,17,21,508,113,60,35,1,2,59,35,123,51,31,38,92,38,1423,118,137,68,0,11,137,68,439,97,11,17,428,94,515,74,41,34,474,66,140,41,31,25,109,42,192,58,56,51,136,50
1400000US36055010602,36055010602,"Census Tract 106.02, Monroe County, New York",3905,229,1691,162,219,93,0,11,219,93,460,107,0,11,460,107,695,98,0,11,695,98,158,53,14,16,144,50,159,64,17,20,142,61,2214,171,381,88,0,11,381,88,342,89,0,11,342,89,867,114,89,53,778,88,228,66,29,31,199,64,396,94,140,67,256,75
1400000US36055010700,36055010700,"Census Tract 107, Monroe County, New York",3375,208,1792,171,325,115,0,11,325,115,350,121,27,35,323,113,830,112,130,76,700,88,168,58,17,22,151,56,119,53,27,25,92,49,1583,141,186,60,0,11,186,60,326,87,0,11,326,87,767,92,74,39,693,91,198,61,41,31,157,63,106,45,10,15,96,44
1400000US36055010800,36055010800,"Census Tract 108, Monroe County, New York",2878,225,1373,151,183,82,0,11,183,82,319,74,0,11,319,74,566,87,38,30,528,85,167,70,34,32,133,63,138,53,0,11,138,53,1505,162,208,84,3,7,205,84,360,103,8,12,352,105,665,81,61,42,604,89,100,50,0,11,100,50,172,49,12,17,160,44
1400000US36055010901,36055010901,"Census Tract 109.01, Monroe County, New York",4111,353,1561,234,227,83,0,16,227,83,399,217,0,16,399,217,577,147,82,67,495,127,172,110,0,16,172,110,186,101,14,25,172,106,2550,364,507,208,0,16,507,208,748,226,0,16,748,226,814,146,43,50,771,151,239,110,58,53,181,101,242,99,86,64,156,84
1400000US36055010902,36055010902,"Census Tract 109.02, Monroe County, New York",2996,175,1311,145,219,69,0,11,219,69,299,66,0,11,299,66,474,81,36,42,438,84,183,54,35,27,148,44,136,51,15,16,121,48,1685,123,152,50,0,11,152,50,276,90,0,11,276,90,749,109,58,46,691,111,224,79,110,82,114,43,284,85,112,69,172,62
1400000US36055011000,36055011000,"Census Tract 110, Monroe County, New York",4443,380,2321,287,288,161,0,11,288,161,608,160,13,22,595,160,897,154,63,64,834,145,171,86,37,31,134,78,357,100,185,95,172,82,2122,205,179,75,0,11,179,75,471,139,0,11,471,139,982,182,52,51,930,194,290,94,84,51,206,89,200,98,123,96,77,55
1400000US36055011100,36055011100,"Census Tract 111, Monroe County, New York",4057,245,1874,158,180,88,0,11,180,88,624,115,33,48,591,106,857,98,23,21,834,99,107,44,26,41,81,34,106,47,23,22,83,45,2183,171,306,70,0,11,306,70,450,125,0,11,450,125,1110,130,12,18,1098,129,150,54,24,20,126,53,167,53,86,42,81,39
1400000US36055011201,36055011201,"Census Tract 112.01, Monroe County, New York",3522,237,1675,169,200,66,0,11,200,66,353,86,0,11,353,86,761,88,9,15,752,89,201,46,8,12,193,47,160,61,66,48,94,38,1847,150,210,74,0,11,210,74,300,93,0,11,300,93,891,74,78,59,813,83,184,57,8,12,176,58,262,65,116,51,146,53
1400000US36055011203,36055011203,"Census Tract 112.03, Monroe County, New York",1856,143,907,100,151,46,0,11,151,46,125,44,3,6,122,43,408,54,11,13,397,56,119,35,6,8,113,35,104,30,33,19,71,22,949,86,156,44,0,11,156,44,99,37,1,2,98,36,483,52,8,10,475,52,110,29,10,11,100,30,101,27,34,19,67,26
1400000US36055011205,36055011205,"Census Tract 112.05, Monroe County, New York",5095,223,2460,159,518,103,0,16,518,103,402,86,0,16,402,86,1227,74,54,51,1173,85,226,57,7,10,219,56,87,34,23,20,64,29,2635,170,527,109,0,16,527,109,388,91,0,16,388,91,1338,72,56,40,1282,64,179,61,8,12,171,59,203,60,73,42,130,51
1400000US36055011207,36055011207,"Census Tract 112.07, Monroe County, New York",4678,375,2278,244,435,134,0,11,435,134,477,157,0,11,477,157,1025,120,68,79,957,141,188,72,15,25,173,68,153,72,50,36,103,63,2400,287,256,121,0,11,256,121,735,209,59,78,676,204,967,104,28,35,939,107,248,69,25,26,223,68,194,79,79,56,115,65
1400000US36055011208,36055011208,"Census Tract 112.08, Monroe County, New York",5190,332,2125,240,339,119,0,16,339,119,515,168,0,16,515,168,712,119,0,16,712,119,277,102,27,29,250,99,282,111,141,96,141,70,3065,271,324,119,0,16,324,119,789,194,0,16,789,194,1009,130,73,56,936,124,492,128,76,56,416,130,451,150,150,94,301,120
1400000US36055011301,36055011301,"Census Tract 113.01, Monroe County, New York",7030,342,3285,232,582,125,0,16,582,125,385,126,8,17,377,126,1772,144,42,43,1730,154,308,71,19,26,289,68,238,70,18,28,220,65,3745,238,787,151,0,16,787,151,615,151,0,16,615,151,1816,125,35,39,1781,129,320,75,14,24,306,74,207,76,49,37,158,71
1400000US36055011302,36055011302,"Census Tract 113.02, Monroe County, New York",5619,306,2809,308,380,120,0,16,380,120,572,226,0,16,572,226,1212,115,56,61,1156,128,443,104,27,30,416,102,202,74,44,40,158,72,2810,213,516,119,0,16,516,119,415,139,0,16,415,139,1232,114,14,21,1218,113,350,64,16,23,334,65,297,102,95,59,202,84
1400000US36055011400,36055011400,"Census Tract 114, Monroe County, New York",8839,717,4025,463,871,227,0,16,871,227,963,231,0,16,963,231,1632,202,106,68,1526,220,241,88,0,16,241,88,318,109,47,46,271,108,4814,439,898,279,0,16,898,279,1089,252,110,84,979,239,1811,212,225,125,1586,224,483,142,110,110,373,107,533,140,117,89,416,137
1400000US36055011501,36055011501,"Census Tract 115.01, Monroe County, New York",6824,327,2940,247,586,158,0,16,586,158,340,122,0,16,340,122,1351,152,27,33,1324,152,407,110,83,76,324,84,256,75,65,50,191,71,3884,273,733,161,0,16,733,161,683,238,0,16,683,238,1610,129,85,63,1525,129,375,101,27,30,348,103,483,111,189,84,294,86
1400000US36055011503,36055011503,"Census Tract 115.03, Monroe County, New York",5190,223,2605,175,501,138,0,16,501,138,383,105,19,30,364,105,1211,98,18,25,1193,97,289,79,16,25,273,79,221,84,36,40,185,79,2585,184,519,149,0,16,519,149,277,95,0,16,277,95,1275,89,13,18,1262,90,296,83,0,16,296,83,218,89,56,52,162,75
1400000US36055011504,36055011504,"Census Tract 115.04, Monroe County, New York",5806,315,2929,224,555,138,0,16,555,138,427,135,17,27,410,125,1448,120,29,34,1419,122,327,87,13,20,314,83,172,61,46,47,126,59,2877,214,523,140,0,16,523,140,375,105,2,4,373,105,1437,102,31,35,1406,104,311,82,0,16,311,82,231,104,32,35,199,97
1400000US36055011505,36055011505,"Census Tract 115.05, Monroe County, New York",5799,253,2600,182,519,111,0,16,519,111,370,105,0,16,370,105,1322,107,9,13,1313,106,213,86,15,25,198,80,176,87,33,35,143,85,3199,221,645,152,0,16,645,152,551,127,23,29,528,128,1487,161,11,17,1476,160,240,98,32,35,208,92,276,82,47,33,229,90
1400000US36055011601,36055011601,"Census Tract 116.01, Monroe County, New York",5815,365,2462,268,442,187,0,16,442,187,349,134,0,16,349,134,1046,141,13,20,1033,141,344,83,35,39,309,79,281,109,74,58,207,90,3353,296,691,151,23,28,668,160,587,194,0,16,587,194,1291,123,96,65,1195,138,416,106,53,58,363,86,368,132,162,91,206,98
1400000US36055011603,36055011603,"Census Tract 116.03, Monroe County, New York",975,132,499,100,25,19,0,11,25,19,119,52,5,8,114,52,198,55,29,17,169,53,74,32,9,11,65,31,83,40,5,8,78,39,476,67,37,28,0,11,37,28,54,37,0,11,54,37,232,50,59,29,173,46,98,45,43,34,55,27,55,29,20,15,35,20
1400000US36055011604,36055011604,"Census Tract 116.04, Monroe County, New York",2347,151,1006,103,107,55,0,11,107,55,157,64,0,11,157,64,418,83,13,20,405,76,132,41,0,11,132,41,192,65,56,32,136,56,1341,129,167,87,0,11,167,87,239,86,0,11,239,86,515,93,35,28,480,87,220,62,22,20,198,59,200,52,43,30,157,49
1400000US36055011605,36055011605,"Census Tract 116.05, Monroe County, New York",1831,120,875,74,127,43,0,11,127,43,196,60,0,11,196,60,395,41,13,15,382,39,67,30,1,3,66,29,90,27,4,6,86,27,956,79,179,48,7,12,172,47,175,55,0,11,175,55,370,52,8,10,362,52,128,31,5,7,123,29,104,31,16,13,88,28
1400000US36055011703,36055011703,"Census Tract 117.03, Monroe County, New York",8130,304,3928,272,756,140,0,16,756,140,711,181,0,16,711,181,1902,129,48,45,1854,127,494,89,63,39,431,89,65,43,0,16,65,43,4202,255,808,166,0,16,808,166,721,149,0,16,721,149,2011,135,56,52,1955,135,460,95,30,34,430,95,202,106,148,97,54,43
1400000US36055011705,36055011705,"Census Tract 117.05, Monroe County, New York",4785,244,2290,196,403,130,0,16,403,130,460,136,0,16,460,136,939,150,44,48,895,151,241,72,15,25,226,66,247,82,41,38,206,77,2495,183,176,70,0,16,176,70,564,157,2,4,562,156,986,125,39,41,947,138,407,88,90,57,317,80,362,88,135,73,227,77
1400000US36055011706,36055011706,"Census Tract 117.06, Monroe County, New York",4407,203,2088,153,372,104,0,11,372,104,387,103,2,4,385,103,984,91,20,20,964,88,169,48,0,11,169,48,176,50,23,20,153,46,2319,151,481,87,0,11,481,87,347,82,0,11,347,82,1024,96,16,18,1008,94,279,57,31,26,248,58,188,68,27,26,161,63
1400000US36055011707,36055011707,"Census Tract 117.07, Monroe County, New York",6724,310,3231,270,764,200,0,16,764,200,435,133,0,16,435,133,1487,165,31,31,1456,159,395,99,20,24,375,95,150,76,17,26,133,74,3493,275,704,183,0,16,704,183,563,151,17,26,546,153,1692,132,36,38,1656,135,353,83,33,37,320,76,181,81,0,16,181,81
1400000US36055011708,36055011708,"Census Tract 117.08, Monroe County, New York",3348,226,1572,128,307,95,0,11,307,95,124,54,0,11,124,54,763,72,0,11,763,72,258,57,9,14,249,59,120,55,36,45,84,43,1776,203,347,155,0,11,347,155,197,79,0,11,197,79,849,69,11,16,838,68,266,62,23,21,243,62,117,48,33,30,84,38
1400000US36055011800,36055011800,"Census Tract 118, Monroe County, New York",5134,177,2480,141,274,94,0,16,274,94,519,139,0,16,519,139,1194,141,96,86,1098,175,298,81,0,16,298,81,195,73,0,16,195,73,2654,172,372,115,0,16,372,115,613,197,11,17,602,193,1086,197,18,26,1068,199,339,107,16,25,323,105,244,98,67,53,177,82
1400000US36055011901,36055011901,"Census Tract 119.01, Monroe County, New York",5701,254,2488,195,474,159,0,16,474,159,460,134,2,4,458,135,995,129,28,46,967,137,337,85,4,8,333,84,222,83,61,50,161,62,3213,236,467,142,37,40,430,142,553,142,0,16,553,142,1395,126,167,107,1228,136,332,91,26,31,306,87,466,126,167,102,299,118
1400000US36055011902,36055011902,"Census Tract 119.02, Monroe County, New York",5626,283,2857,249,500,151,0,16,500,151,420,140,1,4,419,139,1310,207,20,26,1290,207,326,98,0,16,326,98,301,85,28,31,273,88,2769,202,280,100,0,16,280,100,320,110,0,16,320,110,1210,151,50,41,1160,157,530,126,14,22,516,121,429,112,57,47,372,106
1400000US36055012000,36055012000,"Census Tract 120, Monroe County, New York",2577,257,1220,153,225,104,0,11,225,104,284,92,0,11,284,92,567,107,18,19,549,106,111,42,20,18,91,41,33,22,0,11,33,22,1357,164,230,104,0,11,230,104,312,84,0,11,312,84,609,101,15,22,594,99,116,44,28,23,88,37,90,33,32,26,58,29
1400000US36055012100,36055012100,"Census Tract 121, Monroe County, New York",3611,249,2022,199,429,135,0,11,429,135,657,127,2,4,655,127,638,116,34,41,604,117,173,68,53,40,120,61,125,44,39,27,86,37,1589,148,177,66,0,11,177,66,461,114,0,11,461,114,699,76,11,17,688,76,124,47,23,26,101,42,128,52,41,27,87,41
1400000US36055012201,36055012201,"Census Tract 122.01, Monroe County, New York",5872,339,2621,224,269,79,0,16,269,79,1394,196,5,11,1389,194,584,71,11,18,573,74,232,49,12,19,220,49,142,52,30,26,112,49,3251,321,354,89,0,16,354,89,1685,252,0,16,1685,252,727,74,67,36,660,72,268,58,35,27,233,57,217,130,45,43,172,95
1400000US36055012202,36055012202,"Census Tract 122.02, Monroe County, New York",3277,230,1523,154,243,83,0,11,243,83,201,64,0,11,201,64,624,78,0,11,624,78,274,78,8,12,266,78,181,48,18,17,163,47,1754,142,241,71,0,11,241,71,187,67,0,11,187,67,678,92,17,18,661,91,226,69,16,18,210,69,422,87,142,64,280,76
1400000US36055012301,36055012301,"Census Tract 123.01, Monroe County, New York",5626,265,2709,314,567,170,0,16,567,170,487,148,0,16,487,148,1191,119,0,16,1191,119,244,68,13,20,231,68,220,67,64,49,156,53,2917,268,549,177,0,16,549,177,343,123,0,16,343,123,1267,116,47,80,1220,102,489,183,20,23,469,183,269,98,91,57,178,67
1400000US36055012304,36055012304,"Census Tract 123.04, Monroe County, New York",4140,171,1976,133,422,86,0,11,422,86,325,95,31,34,294,88,876,85,7,11,869,83,233,52,9,12,224,52,120,46,33,28,87,38,2164,128,482,94,0,11,482,94,211,71,0,11,211,71,985,83,26,26,959,80,256,58,17,18,239,58,230,79,63,29,167,70
1400000US36055012305,36055012305,"Census Tract 123.05, Monroe County, New York",4045,169,1950,138,531,98,8,13,523,100,177,71,0,11,177,71,984,78,8,13,976,77,158,45,0,11,158,45,100,45,0,11,100,45,2095,115,590,99,0,11,590,99,204,64,0,11,204,64,1062,57,15,20,1047,58,185,29,7,12,178,32,54,33,10,15,44,31
1400000US36055012306,36055012306,"Census Tract 123.06, Monroe County, New York",5258,261,2598,181,676,140,0,16,676,140,175,88,8,16,167,86,1279,99,14,19,1265,100,274,77,0,16,274,77,194,68,36,32,158,69,2660,212,645,155,0,16,645,155,196,87,0,16,196,87,1285,107,17,25,1268,101,203,52,9,15,194,49,331,84,122,54,209,72
1400000US36055012401,36055012401,"Census Tract 124.01, Monroe County, New York",2996,121,1543,126,342,95,0,11,342,95,399,105,7,11,392,103,604,78,27,24,577,79,115,35,15,17,100,34,83,35,30,24,53,28,1453,123,227,67,0,11,227,67,255,69,12,20,243,70,661,60,44,37,617,64,204,50,20,18,184,53,106,41,27,19,79,36
1400000US36055012402,36055012402,"Census Tract 124.02, Monroe County, New York",5878,150,2957,156,768,150,13,21,755,151,371,125,0,16,371,125,1419,120,28,43,1391,116,310,78,0,16,310,78,89,54,18,27,71,53,2921,164,552,131,0,16,552,131,394,123,0,16,394,123,1523,124,38,51,1485,145,254,72,34,36,220,79,198,90,21,34,177,84
1400000US36055012500,36055012500,"Census Tract 125, Monroe County, New York",4234,270,1977,230,254,79,13,21,241,79,425,148,0,11,425,148,832,128,0,11,832,128,214,61,14,20,200,63,252,114,69,51,183,107,2257,164,175,76,0,11,175,76,558,154,0,11,558,154,941,112,15,25,926,115,300,71,30,33,270,69,283,102,95,87,188,75
1400000US36055012600,36055012600,"Census Tract 126, Monroe County, New York",4333,288,1891,192,218,105,0,11,218,105,523,181,0,11,523,181,797,130,31,36,766,130,236,80,36,40,200,79,117,55,14,22,103,53,2442,196,318,98,0,11,318,98,538,185,0,11,538,185,925,135,31,35,894,136,296,80,39,39,257,67,365,110,94,74,271,95
1400000US36055012700,36055012700,"Census Tract 127, Monroe County, New York",3467,214,1749,148,391,77,10,16,381,76,304,77,0,11,304,77,716,71,0,11,716,71,231,60,0,11,231,60,107,50,9,14,98,48,1718,134,356,100,0,11,356,100,340,75,0,11,340,75,777,71,23,23,754,70,198,52,1,3,197,51,47,30,11,15,36,25
1400000US36055012800,36055012800,"Census Tract 128, Monroe County, New York",4056,312,1891,222,297,95,0,11,297,95,601,150,0,11,601,150,733,154,54,60,679,145,137,67,15,24,122,62,123,62,17,27,106,56,2165,251,314,137,0,11,314,137,645,140,1,3,644,140,908,168,68,54,840,164,145,69,1,3,144,68,153,67,51,37,102,56
1400000US36055012900,36055012900,"Census Tract 129, Monroe County, New York",5062,234,2336,205,426,95,0,16,426,95,444,140,0,16,444,140,940,151,31,42,909,141,151,70,11,18,140,68,375,141,98,78,277,117,2726,198,367,100,0,16,367,100,446,151,42,72,404,135,1089,100,46,36,1043,100,253,105,0,16,253,105,571,121,129,72,442,119
1400000US36055013001,36055013001,"Census Tract 130.01, Monroe County, New York",6281,471,3015,391,284,140,0,16,284,140,1805,381,15,23,1790,383,628,135,110,88,518,126,124,60,0,16,124,60,174,91,0,16,174,91,3266,311,211,122,0,16,211,122,1871,284,52,80,1819,287,703,182,43,60,660,190,225,102,115,91,110,60,256,120,105,86,151,90
1400000US36055013002,36055013002,"Census Tract 130.02, Monroe County, New York",6193,342,2684,187,448,119,0,16,448,119,600,143,0,16,600,143,1240,141,1,2,1239,141,197,83,38,37,159,68,199,62,56,45,143,51,3509,326,595,224,0,16,595,224,1001,174,17,28,984,182,1290,154,2,6,1288,153,298,101,25,27,273,104,325,86,55,43,270,78
1400000US36055013101,36055013101,"Census Tract 131.01, Monroe County, New York",6145,443,2996,348,334,146,0,16,334,146,785,181,17,29,768,182,1198,174,37,42,1161,175,323,91,37,26,286,88,356,106,79,83,277,82,3149,265,410,126,25,39,385,137,648,176,0,16,648,176,1382,114,59,45,1323,124,379,92,78,52,301,78,330,96,72,69,258,91
1400000US36055013103,36055013103,"Census Tract 131.03, Monroe County, New York",6160,506,3850,388,137,53,0,16,137,53,3398,398,14,20,3384,398,264,61,41,31,223,67,42,21,0,16,42,21,9,13,0,16,9,13,2310,329,134,62,0,16,134,62,1745,282,0,16,1745,282,357,79,10,16,347,77,49,26,0,16,49,26,25,23,5,8,20,18
1400000US36055013104,36055013104,"Census Tract 131.04, Monroe County, New York",4634,458,2239,366,227,132,0,16,227,132,983,317,2,4,981,317,818,133,60,61,758,149,109,58,21,33,88,54,102,77,48,58,54,56,2395,281,344,180,0,16,344,180,827,219,0,16,827,219,867,186,102,75,765,185,300,138,21,32,279,133,57,61,31,35,26,48
1400000US36055013203,36055013203,"Census Tract 132.03, Monroe County, New York",5536,357,2964,275,716,204,0,16,716,204,492,163,0,16,492,163,1228,157,12,17,1216,159,397,90,24,26,373,87,131,58,0,16,131,58,2572,199,510,120,0,16,510,120,350,118,0,16,350,118,1217,184,55,45,1162,190,316,75,49,39,267,71,179,74,74,47,105,64
1400000US36055013204,36055013204,"Census Tract 132.04, Monroe County, New York",7697,474,3773,328,601,153,0,16,601,153,925,181,0,16,925,181,1565,162,40,62,1525,172,335,102,12,19,323,100,347,131,12,19,335,131,3924,286,523,159,0,16,523,159,927,188,20,31,907,186,1728,144,127,88,1601,150,368,98,84,77,284,93,378,126,170,79,208,102
1400000US36055013205,36055013205,"Census Tract 132.05, Monroe County, New York",4586,390,2372,295,337,125,0,11,337,125,1012,238,11,17,1001,236,770,112,51,38,719,114,150,68,10,11,140,66,103,41,47,32,56,30,2214,194,297,93,0,11,297,93,610,153,17,20,593,153,915,101,90,62,825,114,226,76,73,56,153,51,166,72,87,57,79,39
1400000US36055013206,36055013206,"Census Tract 132.06, Monroe County, New York",6430,382,3150,255,707,168,0,16,707,168,720,157,0,16,720,157,1429,141,35,40,1394,145,221,87,0,16,221,87,73,48,16,24,57,44,3280,280,612,171,0,16,612,171,759,177,0,16,759,177,1362,141,32,40,1330,136,380,128,67,44,313,123,167,75,108,55,59,47
1400000US36055013300,36055013300,"Census Tract 133, Monroe County, New York",3258,91,1613,95,255,95,0,11,255,95,260,89,0,11,260,89,789,94,53,38,736,102,202,48,16,16,186,48,107,48,45,35,62,35,1645,107,250,87,0,11,250,87,237,79,0,11,237,79,799,80,40,32,759,88,213,52,15,16,198,52,146,57,60,46,86,38
1400000US36055013401,36055013401,"Census Tract 134.01, Monroe County, New York",4029,279,2007,198,222,88,0,11,222,88,788,134,8,12,780,134,702,119,64,50,638,119,178,73,22,24,156,69,117,59,39,46,78,47,2022,216,155,58,0,11,155,58,637,130,0,11,637,130,870,139,139,69,731,146,171,69,28,41,143,62,189,71,34,28,155,72
1400000US36055013402,36055013402,"Census Tract 134.02, Monroe County, New York",3325,175,1630,128,238,67,0,11,238,67,223,89,0,11,223,89,797,92,33,28,764,95,271,83,44,36,227,81,101,56,0,11,101,56,1695,156,212,82,0,11,212,82,424,106,9,15,415,106,717,92,9,13,708,92,211,51,34,32,177,50,131,55,89,46,42,33
1400000US36055013503,36055013503,"Census Tract 135.03, Monroe County, New York",5101,336,2537,219,453,129,0,16,453,129,254,118,0,16,254,118,1243,108,36,40,1207,122,429,106,38,32,391,103,158,82,24,29,134,72,2564,238,507,118,0,16,507,118,260,111,1,2,259,111,1294,97,30,32,1264,97,377,102,84,55,293,90,126,63,25,28,101,57
1400000US36055013505,36055013505,"Census Tract 135.05, Monroe County, New York",3786,229,1725,187,302,105,31,34,271,89,504,149,15,23,489,146,621,100,6,8,615,99,146,48,12,16,134,46,152,49,23,25,129,45,2061,185,258,95,0,11,258,95,593,118,0,11,593,118,810,91,0,11,810,91,209,80,10,16,199,77,191,64,22,23,169,64
1400000US36055013506,36055013506,"Census Tract 135.06, Monroe County, New York",8080,478,3633,281,582,196,0,16,582,196,729,187,16,27,713,187,1685,168,57,33,1628,164,376,116,23,27,353,115,261,98,33,36,228,90,4447,345,584,176,0,16,584,176,908,209,10,19,898,206,1927,167,51,35,1876,165,454,102,71,60,383,108,574,142,112,68,462,133
1400000US36055013507,36055013507,"Census Tract 135.07, Monroe County, New York",5223,277,2489,208,384,105,0,16,384,105,457,173,0,16,457,173,1223,147,39,44,1184,148,266,90,0,16,266,90,159,74,37,43,122,68,2734,220,506,177,0,16,506,177,399,111,0,16,399,111,1271,169,37,42,1234,167,301,95,36,35,265,91,257,85,130,71,127,70
1400000US36055013508,36055013508,"Census Tract 135.08, Monroe County, New York",3758,289,1865,178,374,106,0,11,374,106,274,76,0,11,274,76,824,91,9,13,815,90,331,76,10,15,321,73,62,36,10,17,52,32,1893,189,408,96,0,11,408,96,266,87,9,16,257,85,823,96,43,44,780,111,249,69,0,11,249,69,147,59,63,42,84,43
