,Unnamed: 0,Geography,Estimate; Male: - 5 to 17 years: - With an ambulatory difficulty,Estimate; Female: - 5 to 17 years: - With an ambulatory difficulty,Margin of Error; Male: - 5 to 17 years: - With an ambulatory difficulty,Margin of Error; Female: - 5 to 17 years: - With an ambulatory difficulty,County,total,tract_no,County_code,adjusted_zeroes,boro_ct201
1055,1812,"Census Tract 1128, Kings County, New York",0,28,11,32, Kings County,28,1128.0,3,112800,3112800
1056,1813,"Census Tract 1130, Kings County, New York",0,0,11,11, Kings County,0,1130.0,3,113000,3113000
1057,1814,"Census Tract 1132, Kings County, New York",0,0,11,11, Kings County,0,1132.0,3,113200,3113200
1058,1815,"Census Tract 1134, Kings County, New York",0,0,11,11, Kings County,0,1134.0,3,113400,3113400
1059,1816,"Census Tract 1142.01, Kings County, New York",0,0,11,11, Kings County,0,1142.01,3,114201,3114201
1060,1817,"Census Tract 1142.02, Kings County, New York",0,16,11,27, Kings County,16,1142.02,3,114202,3114202
1061,1818,"Census Tract 1144, Kings County, New York",0,4,11,10, Kings County,4,1144.0,3,114400,3114400
1062,1819,"Census Tract 1146, Kings County, New York",0,12,11,19, Kings County,12,1146.0,3,114600,3114600
1063,1820,"Census Tract 1150, Kings County, New York",0,0,11,11, Kings County,0,1150.0,3,115000,3115000
1064,1821,"Census Tract 1152, Kings County, New York",0,0,11,11, Kings County,0,1152.0,3,115200,3115200
1065,1822,"Census Tract 1156, Kings County, New York",0,0,11,11, Kings County,0,1156.0,3,115600,3115600
1066,1823,"Census Tract 1158, Kings County, New York",11,0,19,11, Kings County,11,1158.0,3,115800,3115800
1067,1824,"Census Tract 1160, Kings County, New York",0,0,11,11, Kings County,0,1160.0,3,116000,3116000
1068,1825,"Census Tract 1162, Kings County, New York",0,23,11,27, Kings County,23,1162.0,3,116200,3116200
1069,1826,"Census Tract 1164, Kings County, New York",0,0,11,11, Kings County,0,1164.0,3,116400,3116400
1070,1827,"Census Tract 1166, Kings County, New York",0,0,11,11, Kings County,0,1166.0,3,116600,3116600
1071,1828,"Census Tract 1168, Kings County, New York",0,0,11,11, Kings County,0,1168.0,3,116800,3116800
1072,1829,"Census Tract 1170, Kings County, New York",0,0,11,11, Kings County,0,1170.0,3,117000,3117000
1073,1830,"Census Tract 1172.01, Kings County, New York",0,0,11,11, Kings County,0,1172.01,3,117201,3117201
1074,1831,"Census Tract 1172.02, Kings County, New York",0,0,11,11, Kings County,0,1172.02,3,117202,3117202
1075,1832,"Census Tract 1174, Kings County, New York",0,0,11,11, Kings County,0,1174.0,3,117400,3117400
1076,1833,"Census Tract 1176.01, Kings County, New York",0,0,11,11, Kings County,0,1176.01,3,117601,3117601
1077,1834,"Census Tract 1176.02, Kings County, New York",0,0,11,11, Kings County,0,1176.02,3,117602,3117602
1078,1835,"Census Tract 1178, Kings County, New York",0,0,11,11, Kings County,0,1178.0,3,117800,3117800
1079,1836,"Census Tract 1180, Kings County, New York",0,0,11,11, Kings County,0,1180.0,3,118000,3118000
1080,1837,"Census Tract 1182.01, Kings County, New York",0,0,11,11, Kings County,0,1182.01,3,118201,3118201
1081,1838,"Census Tract 1182.02, Kings County, New York",0,0,11,11, Kings County,0,1182.02,3,118202,3118202
1082,1839,"Census Tract 1184, Kings County, New York",9,0,14,16, Kings County,9,1184.0,3,118400,3118400
1083,1840,"Census Tract 1186, Kings County, New York",0,0,11,11, Kings County,0,1186.0,3,118600,3118600
1084,1841,"Census Tract 1188, Kings County, New York",0,0,11,11, Kings County,0,1188.0,3,118800,3118800
1085,1842,"Census Tract 1190, Kings County, New York",0,0,11,11, Kings County,0,1190.0,3,119000,3119000
1086,1843,"Census Tract 1192, Kings County, New York",0,0,11,11, Kings County,0,1192.0,3,119200,3119200
1087,1844,"Census Tract 1194, Kings County, New York",0,39,11,62, Kings County,39,1194.0,3,119400,3119400
1088,1845,"Census Tract 1196, Kings County, New York",0,0,11,11, Kings County,0,1196.0,3,119600,3119600
1089,1846,"Census Tract 1198, Kings County, New York",0,0,11,11, Kings County,0,1198.0,3,119800,3119800
1090,1847,"Census Tract 1200, Kings County, New York",0,0,11,11, Kings County,0,1200.0,3,120000,3120000
1091,1848,"Census Tract 1202, Kings County, New York",0,0,11,11, Kings County,0,1202.0,3,120200,3120200
1092,1849,"Census Tract 1208, Kings County, New York",0,0,16,16, Kings County,0,1208.0,3,120800,3120800
1093,1850,"Census Tract 1210, Kings County, New York",0,0,11,11, Kings County,0,1210.0,3,121000,3121000
1094,1851,"Census Tract 1214, Kings County, New York",0,0,11,11, Kings County,0,1214.0,3,121400,3121400
1095,1852,"Census Tract 1220, Kings County, New York",0,0,16,16, Kings County,0,1220.0,3,122000,3122000
1096,1853,"Census Tract 1237, Kings County, New York",26,0,30,16, Kings County,26,1237.0,3,123700,3123700
1097,1854,"Census Tract 1502, Kings County, New York",0,0,11,11, Kings County,0,1502.0,3,150200,3150200
1098,1855,"Census Tract 1522, Kings County, New York",0,13,11,20, Kings County,13,1522.0,3,152200,3152200
1099,1856,"Census Tract 9901, Kings County, New York",0,0,11,11, Kings County,0,9901.0,3,990100,3990100
1100,2388,"Census Tract 1, New York County, New York",0,0,11,11, New York County,0,1.0,1,000100,1000100
1101,2389,"Census Tract 2.01, New York County, New York",0,0,11,11, New York County,0,2.01,1,000200,1000200
1102,2390,"Census Tract 2.02, New York County, New York",0,0,16,16, New York County,0,2.02,1,000202,1000202
1103,2391,"Census Tract 5, New York County, New York",0,0,11,11, New York County,0,5.0,1,000500,1000500
1104,2392,"Census Tract 6, New York County, New York",0,0,18,18, New York County,0,6.0,1,000600,1000600
1105,2393,"Census Tract 7, New York County, New York",0,0,16,16, New York County,0,7.0,1,000700,1000700
1106,2394,"Census Tract 8, New York County, New York",0,0,16,16, New York County,0,8.0,1,000800,1000800
1107,2395,"Census Tract 9, New York County, New York",0,0,11,11, New York County,0,9.0,1,000900,1000900
1108,2396,"Census Tract 10.01, New York County, New York",0,0,11,11, New York County,0,10.01,1,001001,1001001
1109,2397,"Census Tract 10.02, New York County, New York",0,0,16,16, New York County,0,10.02,1,001002,1001002
1110,2398,"Census Tract 12, New York County, New York",0,0,11,11, New York County,0,12.0,1,001200,1001200
1111,2399,"Census Tract 13, New York County, New York",0,0,11,11, New York County,0,13.0,1,001300,1001300
1112,2400,"Census Tract 14.01, New York County, New York",0,0,11,11, New York County,0,14.01,1,001401,1001401
1113,2401,"Census Tract 14.02, New York County, New York",0,0,11,11, New York County,0,14.02,1,001402,1001402
1114,2402,"Census Tract 15.01, New York County, New York",0,0,16,16, New York County,0,15.01,1,001501,1001501
1115,2403,"Census Tract 15.02, New York County, New York",0,0,16,16, New York County,0,15.02,1,001502,1001502
1116,2404,"Census Tract 16, New York County, New York",0,0,16,16, New York County,0,16.0,1,001600,1001600
1117,2405,"Census Tract 18, New York County, New York",0,0,16,16, New York County,0,18.0,1,001800,1001800
1118,2406,"Census Tract 20, New York County, New York",0,0,11,11, New York County,0,20.0,1,002000,1002000
1119,2407,"Census Tract 21, New York County, New York",0,0,16,16, New York County,0,21.0,1,002100,1002100
1120,2408,"Census Tract 22.01, New York County, New York",0,0,16,16, New York County,0,22.01,1,002201,1002201
1121,2409,"Census Tract 22.02, New York County, New York",0,0,11,11, New York County,0,22.02,1,002202,1002202
1122,2410,"Census Tract 24, New York County, New York",0,15,11,24, New York County,15,24.0,1,002400,1002400
1123,2411,"Census Tract 25, New York County, New York",0,0,16,16, New York County,0,25.0,1,002500,1002500
1124,2412,"Census Tract 26.01, New York County, New York",0,0,11,11, New York County,0,26.01,1,002601,1002601
1125,2413,"Census Tract 26.02, New York County, New York",0,0,11,11, New York County,0,26.02,1,002602,1002602
1126,2414,"Census Tract 27, New York County, New York",0,0,11,11, New York County,0,27.0,1,002700,1002700
1127,2415,"Census Tract 28, New York County, New York",0,0,16,16, New York County,0,28.0,1,002800,1002800
1128,2416,"Census Tract 29, New York County, New York",0,0,16,16, New York County,0,29.0,1,002900,1002900
1129,2417,"Census Tract 30.01, New York County, New York",0,0,11,11, New York County,0,30.01,1,003001,1003001
1130,2418,"Census Tract 30.02, New York County, New York",0,0,11,11, New York County,0,30.02,1,003002,1003002
1131,2419,"Census Tract 31, New York County, New York",0,0,11,11, New York County,0,31.0,1,003100,1003100
1132,2420,"Census Tract 32, New York County, New York",0,0,16,16, New York County,0,32.0,1,003200,1003200
1133,2421,"Census Tract 33, New York County, New York",0,0,16,16, New York County,0,33.0,1,003300,1003300
1134,2422,"Census Tract 34, New York County, New York",0,0,16,16, New York County,0,34.0,1,003400,1003400
1135,2423,"Census Tract 36.01, New York County, New York",0,0,11,11, New York County,0,36.01,1,003601,1003601
1136,2424,"Census Tract 36.02, New York County, New York",0,0,11,11, New York County,0,36.02,1,003602,1003602
1137,2425,"Census Tract 37, New York County, New York",0,0,11,11, New York County,0,37.0,1,003700,1003700
1138,2426,"Census Tract 38, New York County, New York",0,0,16,16, New York County,0,38.0,1,003800,1003800
1139,2427,"Census Tract 39, New York County, New York",0,0,16,16, New York County,0,39.0,1,003900,1003900
1140,2428,"Census Tract 40, New York County, New York",0,0,16,16, New York County,0,40.0,1,004000,1004000
1141,2429,"Census Tract 41, New York County, New York",0,0,16,16, New York County,0,41.0,1,004100,1004100
1142,2430,"Census Tract 42, New York County, New York",0,0,16,16, New York County,0,42.0,1,004200,1004200
1143,2431,"Census Tract 43, New York County, New York",0,0,11,11, New York County,0,43.0,1,004300,1004300
1144,2432,"Census Tract 44, New York County, New York",0,0,18,18, New York County,0,44.0,1,004400,1004400
1145,2433,"Census Tract 45, New York County, New York",0,0,11,11, New York County,0,45.0,1,004500,1004500
1146,2434,"Census Tract 47, New York County, New York",0,0,11,11, New York County,0,47.0,1,004700,1004700
1147,2435,"Census Tract 48, New York County, New York",0,0,16,16, New York County,0,48.0,1,004800,1004800
1148,2436,"Census Tract 49, New York County, New York",0,0,11,11, New York County,0,49.0,1,004900,1004900
1149,2437,"Census Tract 50, New York County, New York",0,0,16,16, New York County,0,50.0,1,005000,1005000
1150,2438,"Census Tract 52, New York County, New York",0,5,11,8, New York County,5,52.0,1,005200,1005200
1151,2439,"Census Tract 54, New York County, New York",0,0,11,11, New York County,0,54.0,1,005400,1005400
1152,2440,"Census Tract 55.01, New York County, New York",0,0,11,11, New York County,0,55.01,1,005501,1005501
1153,2441,"Census Tract 55.02, New York County, New York",0,0,11,11, New York County,0,55.02,1,005502,1005502
1154,2442,"Census Tract 56, New York County, New York",0,0,11,11, New York County,0,56.0,1,005600,1005600
1155,2443,"Census Tract 57, New York County, New York",0,0,11,11, New York County,0,57.0,1,005700,1005700
1156,2444,"Census Tract 58, New York County, New York",0,0,11,11, New York County,0,58.0,1,005800,1005800
1157,2445,"Census Tract 59, New York County, New York",0,0,16,16, New York County,0,59.0,1,005900,1005900
1158,2446,"Census Tract 60, New York County, New York",0,0,16,16, New York County,0,60.0,1,006000,1006000
1159,2447,"Census Tract 61, New York County, New York",0,0,11,11, New York County,0,61.0,1,006100,1006100
1160,2448,"Census Tract 62, New York County, New York",0,0,11,11, New York County,0,62.0,1,006200,1006200
1161,2449,"Census Tract 63, New York County, New York",15,0,23,16, New York County,15,63.0,1,006300,1006300
1162,2450,"Census Tract 64, New York County, New York",0,0,16,16, New York County,0,64.0,1,006400,1006400
1163,2451,"Census Tract 65, New York County, New York",0,0,16,16, New York County,0,65.0,1,006500,1006500
1164,2452,"Census Tract 66, New York County, New York",0,0,18,18, New York County,0,66.0,1,006600,1006600
1165,2453,"Census Tract 67, New York County, New York",0,0,16,16, New York County,0,67.0,1,006700,1006700
1166,2454,"Census Tract 68, New York County, New York",0,0,16,16, New York County,0,68.0,1,006800,1006800
1167,2455,"Census Tract 69, New York County, New York",0,0,11,11, New York County,0,69.0,1,006900,1006900
1168,2456,"Census Tract 70, New York County, New York",0,0,16,16, New York County,0,70.0,1,007000,1007000
1169,2457,"Census Tract 71, New York County, New York",0,0,16,16, New York County,0,71.0,1,007100,1007100
1170,2458,"Census Tract 72, New York County, New York",0,0,16,16, New York County,0,72.0,1,007200,1007200
1171,2459,"Census Tract 73, New York County, New York",0,0,16,16, New York County,0,73.0,1,007300,1007300
1172,2460,"Census Tract 74, New York County, New York",0,0,11,11, New York County,0,74.0,1,007400,1007400
1173,2461,"Census Tract 75, New York County, New York",0,0,11,11, New York County,0,75.0,1,007500,1007500
1174,2462,"Census Tract 76, New York County, New York",0,0,11,11, New York County,0,76.0,1,007600,1007600
1175,2463,"Census Tract 77, New York County, New York",0,0,16,16, New York County,0,77.0,1,007700,1007700
1176,2464,"Census Tract 78, New York County, New York",0,0,16,16, New York County,0,78.0,1,007800,1007800
1177,2465,"Census Tract 79, New York County, New York",0,0,11,11, New York County,0,79.0,1,007900,1007900
1178,2466,"Census Tract 80, New York County, New York",0,0,16,16, New York County,0,80.0,1,008000,1008000
1179,2467,"Census Tract 81, New York County, New York",0,0,16,16, New York County,0,81.0,1,008100,1008100
1180,2468,"Census Tract 82, New York County, New York",0,0,11,11, New York County,0,82.0,1,008200,1008200
1181,2469,"Census Tract 83, New York County, New York",0,0,11,11, New York County,0,83.0,1,008300,1008300
1182,2470,"Census Tract 84, New York County, New York",0,0,11,11, New York County,0,84.0,1,008400,1008400
1183,2471,"Census Tract 86.01, New York County, New York",0,0,11,11, New York County,0,86.01,1,008601,1008601
1184,2472,"Census Tract 86.02, New York County, New York",0,0,11,11, New York County,0,86.02,1,008602,1008602
1185,2473,"Census Tract 86.03, New York County, New York",0,0,11,11, New York County,0,86.03,1,008603,1008603
1186,2474,"Census Tract 87, New York County, New York",0,0,16,16, New York County,0,87.0,1,008700,1008700
1187,2475,"Census Tract 88, New York County, New York",0,0,16,16, New York County,0,88.0,1,008800,1008800
1188,2476,"Census Tract 89, New York County, New York",0,0,16,16, New York County,0,89.0,1,008900,1008900
1189,2477,"Census Tract 90, New York County, New York",0,0,16,16, New York County,0,90.0,1,009000,1009000
1190,2478,"Census Tract 91, New York County, New York",0,0,16,16, New York County,0,91.0,1,009100,1009100
1191,2479,"Census Tract 92, New York County, New York",0,0,11,11, New York County,0,92.0,1,009200,1009200
1192,2480,"Census Tract 93, New York County, New York",0,0,16,16, New York County,0,93.0,1,009300,1009300
1193,2481,"Census Tract 94, New York County, New York",0,0,11,11, New York County,0,94.0,1,009400,1009400
1194,2482,"Census Tract 95, New York County, New York",0,0,11,11, New York County,0,95.0,1,009500,1009500
1195,2483,"Census Tract 96, New York County, New York",0,0,11,11, New York County,0,96.0,1,009600,1009600
1196,2484,"Census Tract 97, New York County, New York",0,0,16,16, New York County,0,97.0,1,009700,1009700
1197,2485,"Census Tract 98, New York County, New York",0,0,16,16, New York County,0,98.0,1,009800,1009800
1198,2486,"Census Tract 99, New York County, New York",0,0,16,16, New York County,0,99.0,1,009900,1009900
1199,2487,"Census Tract 100, New York County, New York",0,0,11,11, New York County,0,100.0,1,010000,1010000
1200,2488,"Census Tract 101, New York County, New York",0,0,11,11, New York County,0,101.0,1,010100,1010100
1201,2489,"Census Tract 102, New York County, New York",0,0,11,11, New York County,0,102.0,1,010200,1010200
1202,2490,"Census Tract 103, New York County, New York",0,0,11,11, New York County,0,103.0,1,010300,1010300
1203,2491,"Census Tract 104, New York County, New York",0,0,11,11, New York County,0,104.0,1,010400,1010400
1204,2492,"Census Tract 106.01, New York County, New York",0,0,16,16, New York County,0,106.01,1,010601,1010601
1205,2493,"Census Tract 106.02, New York County, New York",0,0,11,11, New York County,0,106.02,1,010602,1010602
1206,2494,"Census Tract 108, New York County, New York",0,0,16,16, New York County,0,108.0,1,010800,1010800
1207,2495,"Census Tract 109, New York County, New York",0,0,11,11, New York County,0,109.0,1,010900,1010900
1208,2496,"Census Tract 110, New York County, New York",0,0,16,16, New York County,0,110.0,1,011000,1011000
1209,2497,"Census Tract 111, New York County, New York",0,0,16,16, New York County,0,111.0,1,011100,1011100
1210,2498,"Census Tract 112.01, New York County, New York",0,0,11,11, New York County,0,112.01,1,011201,1011201
1211,2499,"Census Tract 112.02, New York County, New York",0,0,11,11, New York County,0,112.02,1,011202,1011202
1212,2500,"Census Tract 112.03, New York County, New York",0,0,11,11, New York County,0,112.03,1,011203,1011203
1213,2501,"Census Tract 113, New York County, New York",0,0,11,11, New York County,0,113.0,1,011300,1011300
1214,2502,"Census Tract 114.01, New York County, New York",10,0,15,11, New York County,10,114.01,1,011401,1011401
1215,2503,"Census Tract 114.02, New York County, New York",0,0,11,11, New York County,0,114.02,1,011402,1011402
1216,2504,"Census Tract 115, New York County, New York",0,0,11,11, New York County,0,115.0,1,011500,1011500
1217,2505,"Census Tract 116, New York County, New York",0,0,11,11, New York County,0,116.0,1,011600,1011600
1218,2506,"Census Tract 117, New York County, New York",18,0,29,11, New York County,18,117.0,1,011700,1011700
1219,2507,"Census Tract 118, New York County, New York",0,0,16,16, New York County,0,118.0,1,011800,1011800
1220,2508,"Census Tract 119, New York County, New York",0,13,11,25, New York County,13,119.0,1,011900,1011900
1221,2509,"Census Tract 120, New York County, New York",0,0,11,11, New York County,0,120.0,1,012000,1012000
1222,2510,"Census Tract 121, New York County, New York",28,0,35,16, New York County,28,121.0,1,012100,1012100
1223,2511,"Census Tract 122, New York County, New York",0,0,11,11, New York County,0,122.0,1,012200,1012200
1224,2512,"Census Tract 124, New York County, New York",0,0,18,18, New York County,0,124.0,1,012400,1012400
1225,2513,"Census Tract 125, New York County, New York",0,0,11,11, New York County,0,125.0,1,012500,1012500
1226,2514,"Census Tract 126, New York County, New York",0,0,18,18, New York County,0,126.0,1,012600,1012600
1227,2515,"Census Tract 127, New York County, New York",0,0,16,16, New York County,0,127.0,1,012700,1012700
1228,2516,"Census Tract 128, New York County, New York",0,0,16,16, New York County,0,128.0,1,012800,1012800
1229,2517,"Census Tract 129, New York County, New York",0,0,16,16, New York County,0,129.0,1,012900,1012900
1230,2518,"Census Tract 130, New York County, New York",0,0,11,11, New York County,0,130.0,1,013000,1013000
1231,2519,"Census Tract 131, New York County, New York",0,0,11,11, New York County,0,131.0,1,013100,1013100
1232,2520,"Census Tract 132, New York County, New York",0,0,18,18, New York County,0,132.0,1,013200,1013200
1233,2521,"Census Tract 133, New York County, New York",0,0,16,16, New York County,0,133.0,1,013300,1013300
1234,2522,"Census Tract 134, New York County, New York",0,0,18,18, New York County,0,134.0,1,013400,1013400
1235,2523,"Census Tract 135, New York County, New York",0,0,16,16, New York County,0,135.0,1,013500,1013500
1236,2524,"Census Tract 136, New York County, New York",0,0,18,18, New York County,0,136.0,1,013600,1013600
1237,2525,"Census Tract 137, New York County, New York",0,0,16,16, New York County,0,137.0,1,013700,1013700
1238,2526,"Census Tract 138, New York County, New York",0,0,18,18, New York County,0,138.0,1,013800,1013800
1239,2527,"Census Tract 139, New York County, New York",0,0,16,16, New York County,0,139.0,1,013900,1013900
1240,2528,"Census Tract 140, New York County, New York",0,0,16,16, New York County,0,140.0,1,014000,1014000
1241,2529,"Census Tract 142, New York County, New York",0,0,11,11, New York County,0,142.0,1,014200,1014200
1242,2530,"Census Tract 143, New York County, New York",0,0,11,11, New York County,0,143.0,1,014300,1014300
1243,2531,"Census Tract 144.01, New York County, New York",0,0,16,16, New York County,0,144.01,1,014401,1014401
1244,2532,"Census Tract 144.02, New York County, New York",0,0,16,16, New York County,0,144.02,1,014402,1014402
1245,2533,"Census Tract 145, New York County, New York",0,0,16,16, New York County,0,145.0,1,014500,1014500
1246,2534,"Census Tract 146.01, New York County, New York",0,0,11,11, New York County,0,146.01,1,014601,1014601
1247,2535,"Census Tract 146.02, New York County, New York",0,0,16,16, New York County,0,146.02,1,014602,1014602
1248,2536,"Census Tract 147, New York County, New York",0,0,11,11, New York County,0,147.0,1,014700,1014700
1249,2537,"Census Tract 148.01, New York County, New York",0,0,11,11, New York County,0,148.01,1,014801,1014801
1250,2538,"Census Tract 148.02, New York County, New York",0,0,16,16, New York County,0,148.02,1,014802,1014802
1251,2539,"Census Tract 149, New York County, New York",0,0,16,16, New York County,0,149.0,1,014900,1014900
1252,2540,"Census Tract 150.01, New York County, New York",0,0,11,11, New York County,0,150.01,1,015001,1015001
1253,2541,"Census Tract 150.02, New York County, New York",0,0,16,16, New York County,0,150.02,1,015002,1015002
1254,2542,"Census Tract 151, New York County, New York",0,0,16,16, New York County,0,151.0,1,015100,1015100
1255,2543,"Census Tract 152, New York County, New York",17,16,27,26, New York County,33,152.0,1,015200,1015200
1256,2544,"Census Tract 153, New York County, New York",0,0,16,16, New York County,0,153.0,1,015300,1015300
1257,2545,"Census Tract 154, New York County, New York",0,0,18,18, New York County,0,154.0,1,015400,1015400
1258,2546,"Census Tract 155, New York County, New York",0,19,16,32, New York County,19,155.0,1,015500,1015500
1259,2547,"Census Tract 156.01, New York County, New York",0,25,16,41, New York County,25,156.01,1,015601,1015601
1260,2548,"Census Tract 156.02, New York County, New York",0,0,11,11, New York County,0,156.02,1,015602,1015602
1261,2549,"Census Tract 157, New York County, New York",0,0,16,16, New York County,0,157.0,1,015700,1015700
1262,2550,"Census Tract 158.01, New York County, New York",0,0,16,16, New York County,0,158.01,1,015801,1015801
1263,2551,"Census Tract 158.02, New York County, New York",0,0,11,11, New York County,0,158.02,1,015802,1015802
1264,2552,"Census Tract 159, New York County, New York",0,0,16,16, New York County,0,159.0,1,015900,1015900
1265,2553,"Census Tract 160.01, New York County, New York",0,0,11,11, New York County,0,160.01,1,016001,1016001
1266,2554,"Census Tract 160.02, New York County, New York",0,0,11,11, New York County,0,160.02,1,016002,1016002
1267,2555,"Census Tract 161, New York County, New York",0,0,16,16, New York County,0,161.0,1,016100,1016100
1268,2556,"Census Tract 162, New York County, New York",0,0,16,16, New York County,0,162.0,1,016200,1016200
1269,2557,"Census Tract 163, New York County, New York",0,11,16,18, New York County,11,163.0,1,016300,1016300
1270,2558,"Census Tract 164, New York County, New York",0,0,16,16, New York County,0,164.0,1,016400,1016400
1271,2559,"Census Tract 165, New York County, New York",0,0,16,16, New York County,0,165.0,1,016500,1016500
1272,2560,"Census Tract 166, New York County, New York",0,0,16,16, New York County,0,166.0,1,016600,1016600
1273,2561,"Census Tract 167, New York County, New York",0,0,16,16, New York County,0,167.0,1,016700,1016700
1274,2562,"Census Tract 168, New York County, New York",0,0,11,11, New York County,0,168.0,1,016800,1016800
1275,2563,"Census Tract 169, New York County, New York",0,0,16,16, New York County,0,169.0,1,016900,1016900
1276,2564,"Census Tract 170, New York County, New York",0,0,16,16, New York County,0,170.0,1,017000,1017000
1277,2565,"Census Tract 171, New York County, New York",0,0,16,16, New York County,0,171.0,1,017100,1017100
1278,2566,"Census Tract 172, New York County, New York",0,0,16,16, New York County,0,172.0,1,017200,1017200
1279,2567,"Census Tract 173, New York County, New York",0,36,16,59, New York County,36,173.0,1,017300,1017300
1280,2568,"Census Tract 174.01, New York County, New York",0,0,11,11, New York County,0,174.01,1,017401,1017401
1281,2569,"Census Tract 174.02, New York County, New York",0,0,11,11, New York County,0,174.02,1,017402,1017402
1282,2570,"Census Tract 175, New York County, New York",0,0,18,18, New York County,0,175.0,1,017500,1017500
1283,2571,"Census Tract 177, New York County, New York",0,0,16,16, New York County,0,177.0,1,017700,1017700
1284,2572,"Census Tract 178, New York County, New York",0,10,11,16, New York County,10,178.0,1,017800,1017800
1285,2573,"Census Tract 179, New York County, New York",0,0,16,16, New York County,0,179.0,1,017900,1017900
1286,2574,"Census Tract 180, New York County, New York",0,31,16,49, New York County,31,180.0,1,018000,1018000
1287,2575,"Census Tract 181, New York County, New York",0,65,16,110, New York County,65,181.0,1,018100,1018100
1288,2576,"Census Tract 182, New York County, New York",0,18,16,30, New York County,18,182.0,1,018200,1018200
1289,2577,"Census Tract 183, New York County, New York",0,29,16,51, New York County,29,183.0,1,018300,1018300
1290,2578,"Census Tract 184, New York County, New York",0,0,16,16, New York County,0,184.0,1,018400,1018400
1291,2579,"Census Tract 185, New York County, New York",0,0,16,16, New York County,0,185.0,1,018500,1018500
1292,2580,"Census Tract 186, New York County, New York",0,0,16,16, New York County,0,186.0,1,018600,1018600
1293,2581,"Census Tract 187, New York County, New York",0,0,16,16, New York County,0,187.0,1,018700,1018700
1294,2582,"Census Tract 188, New York County, New York",0,0,16,16, New York County,0,188.0,1,018800,1018800
1295,2583,"Census Tract 189, New York County, New York",0,0,18,18, New York County,0,189.0,1,018900,1018900
1296,2584,"Census Tract 190, New York County, New York",7,0,12,11, New York County,7,190.0,1,019000,1019000
1297,2585,"Census Tract 191, New York County, New York",0,0,16,16, New York County,0,191.0,1,019100,1019100
1298,2586,"Census Tract 192, New York County, New York",8,8,13,12, New York County,16,192.0,1,019200,1019200
1299,2587,"Census Tract 193, New York County, New York",0,0,16,16, New York County,0,193.0,1,019300,1019300
1300,2588,"Census Tract 194, New York County, New York",0,0,16,16, New York County,0,194.0,1,019400,1019400
1301,2589,"Census Tract 195, New York County, New York",0,0,16,16, New York County,0,195.0,1,019500,1019500
1302,2590,"Census Tract 196, New York County, New York",0,0,11,11, New York County,0,196.0,1,019600,1019600
1303,2591,"Census Tract 197.01, New York County, New York",0,0,11,11, New York County,0,197.01,1,019701,1019701
1304,2592,"Census Tract 197.02, New York County, New York",0,0,11,11, New York County,0,197.02,1,019702,1019702
1305,2593,"Census Tract 198, New York County, New York",0,0,11,11, New York County,0,198.0,1,019800,1019800
1306,2594,"Census Tract 199, New York County, New York",24,0,36,16, New York County,24,199.0,1,019900,1019900
1307,2595,"Census Tract 200, New York County, New York",0,0,11,11, New York County,0,200.0,1,020000,1020000
1308,2596,"Census Tract 201.01, New York County, New York",0,0,11,11, New York County,0,201.01,1,020101,1020101
1309,2597,"Census Tract 201.02, New York County, New York",0,0,11,11, New York County,0,201.02,1,020102,1020102
1310,2598,"Census Tract 203, New York County, New York",0,0,11,11, New York County,0,203.0,1,020300,1020300
1311,2599,"Census Tract 205, New York County, New York",0,0,16,16, New York County,0,205.0,1,020500,1020500
1312,2600,"Census Tract 206, New York County, New York",0,2,11,4, New York County,2,206.0,1,020600,1020600
1313,2601,"Census Tract 207.01, New York County, New York",0,0,11,11, New York County,0,207.01,1,020701,1020701
1314,2602,"Census Tract 208, New York County, New York",40,0,37,16, New York County,40,208.0,1,020800,1020800
1315,2603,"Census Tract 209.01, New York County, New York",0,0,11,11, New York County,0,209.01,1,020901,1020901
1316,2604,"Census Tract 210, New York County, New York",0,19,16,34, New York County,19,210.0,1,021000,1021000
1317,2605,"Census Tract 211, New York County, New York",0,0,18,18, New York County,0,211.0,1,021100,1021100
1318,2606,"Census Tract 212, New York County, New York",0,22,11,35, New York County,22,212.0,1,021200,1021200
1319,2607,"Census Tract 213.03, New York County, New York",0,0,16,16, New York County,0,213.03,1,021303,1021303
1320,2608,"Census Tract 214, New York County, New York",0,0,11,11, New York County,0,214.0,1,021400,1021400
1321,2609,"Census Tract 215, New York County, New York",0,0,11,11, New York County,0,215.0,1,021500,1021500
1322,2610,"Census Tract 216, New York County, New York",0,0,16,16, New York County,0,216.0,1,021600,1021600
1323,2611,"Census Tract 217.03, New York County, New York",0,0,11,11, New York County,0,217.03,1,021703,1021703
1324,2612,"Census Tract 218, New York County, New York",0,0,16,16, New York County,0,218.0,1,021800,1021800
1325,2613,"Census Tract 219, New York County, New York",23,0,33,16, New York County,23,219.0,1,021900,1021900
1326,2614,"Census Tract 220, New York County, New York",0,0,16,16, New York County,0,220.0,1,022000,1022000
1327,2615,"Census Tract 221.02, New York County, New York",0,0,11,11, New York County,0,221.02,1,022102,1022102
1328,2616,"Census Tract 222, New York County, New York",0,0,11,11, New York County,0,222.0,1,022200,1022200
1329,2617,"Census Tract 223.01, New York County, New York",0,0,16,16, New York County,0,223.01,1,022301,1022301
